pattern,mu,min_fraction,max_fraction
mU_1,0.19603257142857144,0.32265223794874376,1.0
mU_1,0.2035722857142857,0.3339331707234484,1.0
mU_1,0.211112,0.34513835147202243,1.0
mU_1,0.21865171428571428,0.3562685406591365,1.0
mU_1,0.22619142857142857,0.367324488604468,1.0
mU_1,0.23373114285714286,0.3783069356513168,1.0
mU_1,0.24127085714285715,0.3892166123318588,1.0
mU_1,0.24881057142857144,0.4000542395291399,1.0
mU_1,0.2563502857142857,0.41082052863585605,1.0
mU_1,0.26389,0.4215161817100187,1.0
mU_1,0.2714297142857143,0.4321418916275652,1.0
mU_1,0.2789694285714286,0.4426983422319768,1.0
mU_1,0.28650914285714285,0.45318620848099433,1.0
mU_1,0.29404885714285717,0.4636061565904642,1.0
mU_1,0.30158857142857143,0.4739588441754242,1.0
mU_1,0.30912828571428574,0.48424492038844014,1.0
mU_1,0.316668,0.49446502605529785,1.0
mU_1,0.32420771428571427,0.5046197938080892,1.0
mU_1,0.3317474285714286,0.5147098482157482,1.0
mU_1,0.33928714285714284,0.5247358059121041,1.0
mU_1,0.34682685714285716,0.5346982757215072,1.0
mU_1,0.3543665714285714,0.5445978587820546,1.0
mU_1,0.36190628571428574,0.5544351486665247,1.0
mU_1,0.369446,0.5642107315010016,1.0
