,M_ac_e,M_co2_e,M_fe2_e,M_glu__45__L_e,M_glyclt_e,M_h2o_e,M_h_e,M_hom__45__L_e,M_mal__45__L_e,M_nh4_e,M_o2_e,M_orot_e,M_pi_e,M_pro__45__L_e,M_pyr_e,M_so4_e,M_succ_e,objective,virtual_tag_R_constraint_reaction,M_fum_e
116,0.0,5.892603117095847,-1.1387928194830873e-05,0.17083859947603994,0.016746953227691784,0.0,-7.025688436477457,0.0,4.701267401739003,-3.825614961207474,0.0,0.0,-0.3119639194207766,0.0,0.0,-0.0837337613212678,0.0,0.33493906455384737,1.0,-9.965898777566908
117,0.0,5.892603117095851,-1.1387928194830881e-05,0.17083859947604146,0.0,0.0,-7.025688436477462,0.0,4.7180143549667,-3.825614961207477,0.0,0.0,-0.31196391942077745,0.0,0.0,-0.08373376132126834,0.0,0.33493906455384853,1.0,-9.974272254180756
118,0.0,5.926704339528942,-1.1387928194830878e-05,0.18220567362040435,0.016746953227691874,0.0,-7.048422584766187,0.0,4.6785332534502775,-3.8369820353518396,0.0,0.0,-0.31196391942077684,0.0,0.0,-0.083733761321267,0.03410122243309172,0.33493906455384925,1.0,-10.0
119,0.0,5.918330862915102,-1.1387928194830891e-05,0.1794145147491234,0.0,0.0,-7.042840267023632,0.0,4.700862524420539,-3.834190876480563,0.0,0.0,-0.3119639194207783,0.0,0.0,-0.08373376132126839,0.025727745819244693,0.33493906455384936,1.0,-10.0
120,0.0,5.92670433952894,-1.1387928194830876e-05,0.16515506240386008,0.01674695322769215,0.0,-7.065473195982733,0.0,4.712634475883367,-3.8369820353518382,0.0,0.0,-0.3119639194207777,0.01705061121654465,0.0,-0.08373376132126818,0.0,0.3349390645538477,1.0,-10.0
121,0.0,5.918330862915097,-1.1387928194830885e-05,0.16655064183949939,0.0,0.0,-7.055704139933249,0.0,4.7265902702397815,-3.834190876480559,0.0,0.0,-0.31196391942077717,0.012863872909621888,0.0,-0.08373376132126811,0.0,0.3349390645538483,1.0,-10.0
122,0.0,5.92670433952894,-1.1387928194830876e-05,0.18220567362040424,0.016746953227692183,0.0,-7.065473195982731,0.01705061121654499,4.695583864666822,-3.8540326465683856,0.0,0.0,-0.31196391942077634,0.0,0.0,-0.08373376132126778,0.0,0.33493906455384836,1.0,-10.0
123,0.0,5.918330862915101,-1.1387928194830891e-05,0.1794145147491228,0.0,0.0,-7.055704139933253,0.012863872909622962,4.713726397330161,-3.8470547493901845,0.0,0.0,-0.31196391942077734,0.0,0.0,-0.0837337613212686,0.0,0.33493906455384975,1.0,-10.0
124,0.0,5.89260311709585,-1.1387928194830878e-05,0.17083859947604205,0.016746953227690504,-0.03410122243309129,-7.025688436477459,0.0,4.7353686241720965,-3.8256149612074752,0.0,0.0,-0.3119639194207764,0.0,0.0,-0.08373376132126717,0.0,0.3349390645538476,1.0,-10.0
125,0.0,5.8926031170958435,-1.138792819483087e-05,0.17083859947604133,0.0,-0.025727745819244845,-7.025688436477453,0.0,4.743742100785939,-3.825614961207472,0.0,0.0,-0.3119639194207772,0.0,0.0,-0.08373376132126742,0.0,0.33493906455384787,1.0,-10.0
126,0.0,5.869868968807116,-1.138792819483087e-05,0.16704957476125268,0.0167469532276904,0.0,-7.006743312903516,0.0,4.731579599457305,-3.844560084781414,0.0,0.011367074144362433,-0.3119639194207763,0.0,0.0,-0.08373376132126852,0.0,0.33493906455384775,1.0,-10.0
127,0.0,5.875451286549686,-1.1387928194830883e-05,0.1679799610516793,0.0,0.0,-7.011395244355659,0.0,4.740883462361584,-3.8399081533292816,0.0,0.008575915273081127,-0.31196391942077617,0.0,0.0,-0.08373376132126754,0.0,0.33493906455384787,1.0,-10.0
150,0.2562578992140617,5.892603117095848,-1.1387928194830878e-05,0.0,0.0,-0.28198564503330786,-6.9402691367394365,0.0,4.829161400523964,-3.654776361731432,0.0,0.0,-0.31196391942077695,0.0,0.0,-0.08373376132126806,0.0,0.33493906455384787,1.0,-10.0
151,0.2562578992140619,5.892603117095847,-1.1387928194830873e-05,0.0,0.016746953227690403,-0.290359121647154,-6.940269136739436,0.0,4.820787923910115,-3.6547763617314324,0.0,0.0,-0.31196391942077584,0.0,0.0,-0.08373376132126688,0.0,0.3349390645538482,1.0,-10.0
166,0.0,4.867571520239593,-1.1387928194830878e-05,0.0,0.016746953227692284,1.5034461728512867,-6.171495439097245,0.0,4.564530024696053,-4.679807958587686,0.0,0.5125157984281252,-0.3119639194207758,0.0,0.0,-0.08373376132126763,0.0,0.33493906455384803,1.0,-10.0
167,0.0,4.867571520239593,-1.1387928194830878e-05,0.0,0.0,1.511819649465133,-6.171495439097245,0.0,4.572903501309899,-4.679807958587686,0.0,0.5125157984281252,-0.3119639194207758,0.0,0.0,-0.08373376132126763,0.0,0.33493906455384803,1.0,-10.0
168,0.0,0.7532412275080974,-1.1387928194830888e-05,0.0,0.016746953227688544,17.960767343777295,0.0,0.0,0.450199731964556,-12.908468544050697,-2.0571651463657505,4.626846091159627,-0.31196391942077667,0.0,0.0,-0.08373376132126847,0.0,0.3349390645538478,1.0,-10.0
169,0.0,0.7532412275080974,-1.1387928194830888e-05,0.0,0.0,17.969140820391146,0.0,0.0,0.4585732085784023,-12.908468544050697,-2.0571651463657505,4.626846091159627,-0.31196391942077667,0.0,0.0,-0.08373376132126847,0.0,0.3349390645538478,1.0,-10.0
187,0.215974235637876,5.7314684627911054,-1.1387928194830886e-05,0.0,0.0,0.0,-6.819418146010881,0.0,4.788877736947782,-3.8159110160361838,0.0,0.08056732715237389,-0.3119639194207783,0.0,0.0,-0.08373376132126673,0.0,0.3349390645538493,1.0,-10.0
188,0.21477802469304078,5.726683619011753,-1.1387928194830866e-05,0.0,0.016746953227690337,0.0,-6.815829513176365,0.0,4.779308049389092,-3.8206958598155194,0.0,0.08295974904204229,-0.3119639194207767,0.0,0.0,-0.0837337613212669,0.0,0.3349390645538485,1.0,-10.0
