,M_ac_e,M_co2_e,M_etoh_e,M_fe2_e,M_fum_e,M_glu__45__L_e,M_glyclt_e,M_h2o_e,M_h_e,M_hom__45__L_e,M_mal__45__L_e,M_nh4_e,M_o2_e,M_orot_e,M_pi_e,M_pro__45__L_e,M_pyr_e,M_so4_e,M_succ_e,objective,virtual_tag_R_constraint_reaction,M_cit_e
103,0.0,6.14958806585783,0.5000000000000032,-1.0249135375347786e-05,0.0,0.0,0.0,3.7462129194700196,-7.169364853301278,0.0,10.000000000000009,-3.2892987255582864,0.0,0.0,-0.28076752747869915,0.0,0.0,-0.07536038518913897,0.0,0.3014451580984635,1.0,-10.0
104,0.0,0.4266595206628315,1.215366068149376,-1.0249135375347803e-05,0.0,0.0,0.0,18.768900350606916,-2.877168444405037,0.0,5.707803591103766,-11.8736915433508,0.0,4.2921964088962525,-0.28076752747869943,0.0,0.0,-0.07536038518913801,0.0,0.301445158098464,1.0,-10.0
114,0.0,0.0,1.215366068149379,-1.0249135375347811e-05,0.0,0.0,0.0,20.47553843325828,-2.2371791634107834,0.0,5.281144070440936,-12.727010584676483,-0.2133297603314164,4.718855929559093,-0.28076752747869643,0.0,0.0,-0.07536038518914112,0.0,0.30144515809846145,1.0,-10.0
118,0.0,0.0,1.215366068149379,-1.0249135375347811e-05,0.0,0.0,0.0,20.47553843325828,-2.4505089237422,0.0,4.854484549778102,-12.727010584676483,0.0,4.718855929559093,-0.28076752747869643,0.0,0.0,-0.07536038518914112,0.4266595206628328,0.30144515809846145,1.0,-10.0
120,0.21332976033141293,0.0,0.5901054241516546,-1.0249135375347776e-05,0.0,0.0,0.0,17.959767220270795,-2.4505089237421958,0.0,6.013069594604349,-11.263159536349582,0.0,3.986930405395646,-0.280767527478698,0.0,0.5185957638320117,-0.07536038518913972,0.0,0.30144515809846073,1.0,-10.0
121,0.21332976033141693,0.0,1.1087011879836666,-1.0249135375347794e-05,0.0,0.0,0.0,19.51555451176687,-2.4505089237421966,0.0,5.494473830772348,-12.300351064013627,0.0,4.505526169227666,-0.2807675274786964,0.0,0.0,-0.07536038518914102,0.0,0.3014451580984633,1.0,-10.0
151,0.0,0.0,0.5901054241516577,-1.0249135375347818e-05,0.0,0.0,0.0,29.78565231831906,0.0,0.0,1.4320463876170881,-15.950847623502616,-2.450508923742203,6.330774448972155,-0.2807675274786955,0.0,2.862439807408508,-0.07536038518914019,0.0,0.30144515809846323,1.0,-10.0
162,0.0,0.0,0.0,-1.0249135375347823e-05,0.0,0.0,0.0,23.294492652650824,0.0,0.0,4.677626220451212,-13.000320502744334,-1.8604034995905476,4.855510888593012,-0.28076752747869604,0.0,1.387176247029361,-0.07536038518913823,0.0,0.3014451580984634,1.0,-10.0
174,0.0,0.0,0.0,-1.0249135375347823e-05,0.0,0.0,9.328200285286306,18.63039251000767,0.0,0.0,0.013526077808059195,-13.000320502744334,-1.8604034995905476,4.855510888593012,-0.28076752747869604,0.0,1.387176247029361,-0.07536038518913823,0.0,0.3014451580984634,1.0,-10.0
193,0.0,0.0,0.0,-1.024913537534782e-05,0.0,2.7743524940587294,0.0,31.617550134827006,0.0,0.0,0.5160974793631127,-18.549025490861787,-1.8604034995905445,6.242687135622378,-0.28076752747870004,0.0,0.0,-0.07536038518913661,0.0,0.30144515809846295,1.0,-10.0
200,0.0,5.8186883554811555,0.0,-1.0249135375347787e-05,0.0,0.6691002896233289,9.499726707810039,0.0,-6.838465142924605,0.0,4.746486211659997,-3.958399015181619,0.0,0.0,-0.2807675274786986,0.0,0.0,-0.07536038518914016,0.0,0.3014451580984619,1.0,-10.0
201,0.0,0.0,0.590105424151656,-1.0249135375347801e-05,0.0,0.0,0.0,18.59975650126509,-2.2371791634107794,0.0,5.906404714438653,-11.476489296681029,-0.21332976033141407,4.093595285561364,-0.2807675274786961,0.0,0.62526064399772,-0.07536038518914036,0.0,0.3014451580984635,1.0,-10.0
202,0.0,0.0,0.0,-1.0249135375347782e-05,0.0,0.0,0.0,20.96017819787168,-0.4668628909558108,0.0,5.611352002362816,-12.066594720832663,-1.3935406086347286,4.388647997637184,-0.28076752747869826,0.0,0.920313356073549,-0.07536038518913714,0.0,0.3014451580984617,1.0,-10.0
204,0.0,0.0,0.590105424151656,-1.0249135375347801e-05,0.0,0.0,0.0,18.59975650126509,-2.4505089237421984,0.0,5.479745193775821,-11.476489296681029,0.0,4.093595285561364,-0.2807675274786961,0.0,0.62526064399772,-0.07536038518914036,0.4266595206628327,0.3014451580984635,1.0,-10.0
208,0.0,0.0,0.0,-1.0249135375347782e-05,0.0,0.0,0.0,20.96017819787168,-1.8604034995905396,0.0,2.8242707850933586,-12.066594720832663,0.0,4.388647997637184,-0.28076752747869826,0.0,0.920313356073549,-0.07536038518913714,2.7870812172694572,0.3014451580984617,1.0,-10.0
210,0.0,0.0,0.0,-1.0249135375347821e-05,0.0,0.6135422373823661,0.0,19.733093723107025,-1.0804051283381777,0.0,5.9181231210540215,-12.066594720832708,-0.7799983712523637,4.0818768789460185,-0.28076752747869776,0.0,0.0,-0.07536038518914191,0.0,0.30144515809846506,1.0,-10.0
211,0.0,0.0,0.590105424151655,-1.0249135375347804e-05,0.0,0.21332976033141507,0.0,18.173096980602256,-2.4505089237422,0.0,6.0130695946043655,-11.476489296681029,0.0,3.9869304053956554,-0.2807675274786984,0.0,0.3052660035005934,-0.07536038518913978,0.0,0.3014451580984628,1.0,-10.0
212,0.0,0.0,0.46799902275141864,-1.0249135375347816e-05,0.0,0.4575425631318948,0.0,18.173096980602278,-2.3284025223419627,0.0,6.074122795304494,-11.59859569808128,0.0,3.925877204695543,-0.2807675274786991,0.0,0.0,-0.0753603851891419,0.0,0.3014451580984611,1.0,-10.0
213,0.0,0.0,0.8953714276522511,-1.02491353753478e-05,0.0,0.2133297603314172,0.0,19.088894991104038,-2.4505089237421975,0.0,5.707803591103766,-12.087021303682215,0.0,4.2921964088962525,-0.2807675274786966,0.0,0.0,-0.07536038518913976,0.0,0.3014451580984602,1.0,-10.0
214,0.0,0.0,0.5901054241516568,-1.024913537534782e-05,0.0,0.8238617673326107,0.0,20.004693001605865,-2.4505089237422033,0.0,5.097271584102583,-12.697553310683434,0.0,4.292196408896261,-0.2807675274786986,0.0,0.0,-0.07536038518913743,0.0,0.3014451580984652,1.0,-10.0
218,0.0,0.0,0.0,-1.0249135375347821e-05,0.0,0.6135422373823661,0.0,19.733093723107025,-1.860403499590546,0.0,4.35812637854929,-12.066594720832708,0.0,4.0818768789460185,-0.28076752747869776,0.0,0.0,-0.07536038518914191,1.559996742504732,0.30144515809846506,1.0,-10.0
224,0.0,5.3495880658578185,0.0,-1.0249135375347776e-05,0.0,0.0,0.0,4.04621291947002,-6.56936485330127,0.0,10.0,-3.289298725558286,0.0,0.0,-0.2807675274786989,0.0,0.6000000000000038,-0.0753603851891413,0.0,0.3014451580984628,1.0,-10.0
225,0.0,5.99021477800492,0.0,-1.0249135375347796e-05,0.0,0.0,0.0,5.007152987690664,-7.850618277595463,0.0,8.398433219632288,-3.2892987255582895,0.0,0.0,-0.2807675274786998,0.0,2.521880136441278,-0.07536038518914084,0.0,0.3014451580984624,1.0,-10.0
226,0.0,2.7870812172694683,0.0,-1.0249135375347813e-05,0.0,0.0,0.0,9.811853328793868,-4.647484716860013,0.0,8.3984332196323,-6.492432286293759,0.0,1.601566780367732,-0.2807675274786979,0.0,0.9203133560735521,-0.07536038518914193,0.0,0.3014451580984626,1.0,-10.0
227,0.0,5.649588065857837,0.0,-1.0249135375347801e-05,0.0,0.0,0.0,4.12121291947003,-6.794364853301286,0.37500000000000283,10.000000000000025,-3.6642987255582953,0.0,0.0,-0.2807675274786976,0.0,0.0,-0.0753603851891398,0.0,0.3014451580984636,1.0,-10.0
228,0.0,0.0,0.0,-1.0249135375347804e-05,0.0,0.22354305175618383,0.0,17.588098202162985,-2.445402278029816,0.5849987784392721,6.308122306680196,-11.481595942393415,0.0,3.6918776933198267,-0.280767527478697,0.0,0.0,-0.07536038518913937,0.0,0.30144515809846356,1.0,-10.0
229,0.0,0.0,0.0,-1.0249135375347804e-05,0.0,0.0,0.0,17.476326676284895,-2.55717380390791,0.6967703043173662,6.308122306680196,-11.36982441651532,0.0,3.6918776933198267,-0.280767527478697,0.0,0.22354305175618383,-0.07536038518913937,0.0,0.30144515809846356,1.0,-10.0
230,0.0,0.0,0.0,-1.0249135375347796e-05,0.0,0.0,0.0,17.774384078626458,-2.557173803907907,0.8457990054881515,6.233607956094793,-11.667881818856888,0.0,3.7663920439052205,-0.28076752747869704,0.0,0.0,-0.07536038518914055,0.0,0.30144515809846106,1.0,-10.0
231,0.0,0.0,0.0,-1.0249135375347796e-05,0.0,0.0,0.0,16.805697521016327,-2.33363075215172,0.4732272525611785,5.637493151411634,-10.699195261246757,0.0,3.468334641563642,-0.2807675274786998,0.0,0.0,-0.0753603851891417,0.0,0.3014451580984637,1.0,-9.10582779297526
232,0.0,0.0,0.0,-1.0249135375347796e-05,0.0,0.0,0.8941722070247394,15.911525313991584,-2.33363075215172,0.4732272525611785,6.531665358436374,-10.699195261246757,0.0,3.468334641563642,-0.2807675274786998,0.0,0.0,-0.0753603851891417,0.0,0.3014451580984637,1.0,-10.0
238,0.0,7.825989224351153,0.0,-1.0249135375347794e-05,0.0,0.0,11.50702757668004,0.0,-9.514866301417934,2.0073008688699936,2.07008505316667,-5.296599594428283,0.0,0.0,-0.2807675274786976,0.0,0.0,-0.07536038518913818,0.0,0.3014451580984624,1.0,-10.0
247,0.0,0.0,0.0,-1.0249135375347796e-05,0.0,0.0,9.328200285286284,11.69451127486081,-2.33363075215172,0.4732272525611785,2.3146513193055998,-10.699195261246757,0.0,3.468334641563642,-0.2807675274786998,0.0,0.0,-0.0753603851891417,0.0,0.3014451580984637,1.0,-10.0
250,0.0,0.0,0.0,-1.0249135375347779e-05,0.0,0.0,0.0,17.27892477357748,-1.3871762470293563,0.0,4.691038646289267,-10.22596800868556,-0.4732272525611782,3.4683346415636334,-0.2807675274786962,0.0,0.0,-0.07536038518914014,0.0,0.3014451580984609,1.0,-8.159373287852901
251,0.0,5.1495880658578175,0.0,-1.0249135375347776e-05,0.0,0.0,0.0,4.24621291947002,-6.169364853301266,0.0,8.999999999999991,-3.289298725558286,0.0,0.0,-0.28076752747869765,0.0,0.0,-0.07536038518913904,0.0,0.30144515809846123,1.0,-8.999999999999993
252,0.0,0.9464545051223616,0.0,-1.0249135375347811e-05,0.0,0.0,0.0,13.49310675308808,-2.8068580047129066,0.0,5.637493151411645,-8.333058998440865,0.0,2.5218801364412813,-0.28076752747870043,0.0,0.0,-0.07536038518914129,0.0,0.301445158098464,1.0,-8.159373287852896
277,0.0,0.0,0.0,-1.0249135375347779e-05,0.0,0.0,0.0,17.27892477357748,-1.8604034995905385,0.0,3.7445841411669067,-10.22596800868556,0.0,3.4683346415636334,-0.2807675274786962,0.0,0.0,-0.07536038518914014,0.9464545051223564,0.3014451580984609,1.0,-8.159373287852901
279,0.0,0.0,0.0,-1.0249135375347779e-05,0.0,0.0,1.8406267121470994,15.43829806143038,-1.3871762470293563,0.0,6.531665358436366,-10.22596800868556,-0.4732272525611782,3.4683346415636334,-0.2807675274786962,0.0,0.0,-0.07536038518914014,0.0,0.3014451580984609,1.0,-10.0
280,0.0,5.1495880658578175,0.0,-1.0249135375347776e-05,0.0,0.0,1.0000000000000062,3.246212919470014,-6.169364853301266,0.0,10.0,-3.289298725558286,0.0,0.0,-0.28076752747869765,0.0,0.0,-0.07536038518913904,0.0,0.30144515809846123,1.0,-10.0
281,0.0,0.9464545051223616,0.0,-1.0249135375347811e-05,0.0,0.0,1.8406267121471038,11.652480040940974,-2.8068580047129066,0.0,7.4781198635587485,-8.333058998440865,0.0,2.5218801364412813,-0.28076752747870043,0.0,0.0,-0.07536038518914129,0.0,0.301445158098464,1.0,-10.0
282,0.0,5.1495880658578175,0.0,-1.0249135375347776e-05,0.0,0.0,7.492425838940036,0.0,-6.169364853301266,0.0,6.753787080529983,-3.289298725558286,0.0,0.0,-0.28076752747869765,0.0,0.0,-0.07536038518913904,0.0,0.30144515809846123,1.0,-10.0
283,0.0,5.99021477800492,0.0,-1.0249135375347796e-05,0.0,0.0,9.328200285286282,0.3430528450475228,-7.850618277595463,0.0,3.7343330769891425,-3.2892987255582895,0.0,0.0,-0.2807675274786998,0.0,2.521880136441278,-0.07536038518914084,0.0,0.3014451580984624,1.0,-10.0
284,0.0,5.81868835548116,0.0,-1.0249135375347798e-05,0.0,0.0,9.499726707810048,0.0,-7.507565432547943,0.0,4.077385922036668,-3.2892987255582917,0.0,0.0,-0.2807675274786984,0.0,2.007300868869994,-0.07536038518914055,0.0,0.30144515809846345,1.0,-10.0
288,0.0,7.825989224351158,0.0,-1.0249135375347798e-05,0.0,0.0,11.507027576680047,0.0,-7.507565432547944,0.0,0.06278418429667709,-3.2892987255582904,0.0,0.0,-0.2807675274787001,0.0,0.0,-0.07536038518914134,4.014601737739991,0.3014451580984617,1.0,-10.0
292,0.0,5.149588065857824,0.0,-1.0249135375347789e-05,1.3382005792466622,0.0,10.168826997433374,0.0,-6.169364853301274,0.0,4.077385922036664,-3.289298725558287,0.0,0.0,-0.2807675274786982,0.0,0.0,-0.0753603851891412,0.0,0.3014451580984623,1.0,-10.0
294,0.0,5.1495880658578255,0.0,-1.0249135375347787e-05,0.0,0.0,10.168826997433372,-1.3382005792466611,-6.169364853301273,0.0,5.41558650128333,-3.289298725558287,0.0,0.0,-0.2807675274786986,0.0,0.0,-0.07536038518914016,0.0,0.3014451580984619,1.0,-10.0
298,0.0,5.1495880658578175,0.0,-1.0249135375347776e-05,0.0,0.0,8.830626418186698,0.0,-6.169364853301266,0.0,4.07738592203666,-3.289298725558286,0.0,0.0,-0.28076752747869765,0.0,0.0,-0.07536038518913904,0.0,0.30144515809846123,1.0,-8.661799420753342
301,0.0,0.0,0.0,-1.0249135375347779e-05,0.0,0.0,9.328200285286272,11.694511274860794,-1.3871762470293563,0.0,2.7878785718667767,-10.22596800868556,-0.4732272525611782,3.4683346415636334,-0.2807675274786962,0.0,0.0,-0.07536038518914014,0.0,0.3014451580984609,1.0,-10.0
305,0.0,0.9464545051223616,0.0,-1.0249135375347811e-05,0.0,0.0,9.328200285286298,7.908693254371375,-2.8068580047129066,0.0,3.734333076989151,-8.333058998440865,0.0,2.5218801364412813,-0.28076752747870043,0.0,0.0,-0.07536038518914129,0.0,0.301445158098464,1.0,-10.0
308,0.0,4.541315075291158,0.0,-1.0249135375347787e-05,0.0,0.0,10.04717239932004,0.0,-5.68274646084794,0.0,5.172277305056662,-4.019226314238288,0.0,0.3649637943399958,-0.28076752747869815,0.0,0.0,-0.07536038518914145,0.0,0.30144515809846245,1.0,-10.0
310,0.0,0.0,0.0,-1.0249135375347779e-05,0.0,0.0,1.8406267121470994,15.43829806143038,-1.8604034995905385,0.0,5.585210853314006,-10.22596800868556,0.0,3.4683346415636334,-0.2807675274786962,0.0,0.0,-0.07536038518914014,0.9464545051223564,0.3014451580984609,1.0,-10.0
315,0.0,0.0,0.0,-1.0249135375347779e-05,0.0,0.0,9.328200285286272,11.694511274860794,-1.8604034995905385,0.0,1.841424066744416,-10.22596800868556,0.0,3.4683346415636334,-0.2807675274786962,0.0,0.0,-0.07536038518914014,0.9464545051223564,0.3014451580984609,1.0,-10.0
318,0.0,5.482921399191169,0.0,-1.0249135375347803e-05,0.0,0.3333333333333333,0.0,4.246212919470032,-6.5026981866346185,0.0,10.000000000000027,-3.6226320588916296,0.0,0.0,-0.2807675274786982,0.0,0.0,-0.07536038518914187,0.0,0.3014451580984632,1.0,-10.0
319,0.0,1.559996742504729,0.0,-1.0249135375347813e-05,0.0,0.6135422373823674,0.0,13.49310675308808,-3.420400242095277,0.0,7.4781198635587485,-8.946601235823236,0.0,2.5218801364412826,-0.2807675274787007,0.0,0.0,-0.07536038518914068,0.0,0.3014451580984623,1.0,-10.0
321,0.0,7.14958806585784,0.0,-1.024913537534779e-05,0.0,0.0,0.0,5.246212919470037,-5.66936485330127,0.0,10.000000000000014,-3.2892987255582895,-1.5000000000000102,0.0,-0.2807675274786984,0.0,0.0,-0.07536038518914091,0.0,0.30144515809846106,1.0,-10.0
325,0.0,7.14958806585784,0.0,-1.024913537534779e-05,0.0,0.0,0.0,5.246212919470037,-7.169364853301285,0.0,6.999999999999989,-3.2892987255582895,0.0,0.0,-0.2807675274786984,0.0,0.0,-0.07536038518914091,3.000000000000024,0.30144515809846106,1.0,-10.0
337,0.0,29.827047479062966,0.0,-1.0249135375347804e-05,0.0,0.0,0.0,22.254307479373878,0.0,0.0,4.330635146698748,-3.2892987255582913,-18.508094559903853,0.0,-0.2807675274786943,0.0,0.0,-0.07536038518913848,0.0,0.3014451580984621,1.0,-10.0
342,0.0,7.825989224351158,0.0,-1.0249135375347798e-05,0.0,0.0,11.507027576680047,0.0,-5.500264563677946,0.0,4.077385922036668,-3.2892987255582904,-2.0073008688699954,0.0,-0.2807675274787001,0.0,0.0,-0.07536038518914134,0.0,0.3014451580984617,1.0,-10.0
353,15.23063210929267,15.30334280538627,0.0,-1.0249135375347787e-05,0.0,0.0,0.0,3.7462129194700213,-11.246242223065499,0.0,0.34624526047156573,-3.2892987255582877,0.0,0.0,-0.2807675274786973,0.0,0.0,-0.07536038518914155,0.0,0.3014451580984629,1.0,-10.0
354,15.23063210929267,15.30334280538627,0.0,-1.0249135375347787e-05,0.0,0.0,0.015072257904919586,3.7386767905175593,-11.246242223065499,0.0,0.3387091315191034,-3.2892987255582877,0.0,0.0,-0.2807675274786973,0.0,0.0,-0.07536038518914155,0.0,0.3014451580984629,1.0,-10.0
366,4.014601737739991,7.825989224351158,0.0,-1.0249135375347798e-05,0.0,0.0,7.4924258389400515,0.0,-7.507565432547944,0.0,4.077385922036668,-3.2892987255582904,0.0,0.0,-0.2807675274787001,0.0,0.0,-0.07536038518914134,0.0,0.3014451580984617,1.0,-10.0
378,0.0,3.370011496990328,0.0,-1.0249135375347801e-05,0.0,0.0,0.0,20.36451919494012,0.0,0.0,6.220423431132505,-10.84845186329333,-3.3897882844337697,3.7795765688675154,-0.2807675274786992,0.0,0.0,-0.07536038518913746,0.0,0.30144515809846284,1.0,-10.0
379,0.0,0.0,0.0,-1.0249135375347794e-05,0.0,0.0,0.0,33.84456518290141,0.0,0.0,2.850411934142167,-17.58847485727398,-5.0747940329289305,7.14958806585784,-0.28076752747869543,0.0,0.0,-0.07536038518913687,0.0,0.3014451580984618,1.0,-10.0
380,1.2637543113713725,0.0,0.0,-1.0249135375347806e-05,0.0,0.0,0.0,21.20702206918771,0.0,0.0,5.377920556884923,-12.533457611788501,-1.2835310988148159,4.622079443115102,-0.28076752747869915,0.0,0.0,-0.07536038518914157,0.0,0.3014451580984638,1.0,-10.0
381,0.0,0.0,0.0,-1.0249135375347776e-05,0.0,0.0,0.0,20.845949408795825,0.0,0.0,4.294702575709448,-11.811312291004825,-1.4640674290107183,4.261006782723269,-0.28076752747869804,0.0,0.0,-0.07536038518913932,0.0,0.30144515809845995,1.0,-8.555709358432722
382,0.0,0.0,0.84250287424758,-1.0249135375347804e-05,0.0,0.0,0.0,24.577033566178034,0.0,0.0,4.535417682637339,-14.21846336028367,-1.7047825359386037,5.464582317362682,-0.28076752747869993,0.0,0.0,-0.07536038518913933,0.0,0.30144515809846345,1.0,-10.0
383,0.0,0.0,0.0,-1.0249135375347811e-05,0.0,0.5055017245485485,0.0,22.21802551828482,0.0,0.0,5.377920556884927,-13.038959336337054,-1.5362819610890903,4.622079443115102,-0.28076752747869643,0.0,0.0,-0.07536038518913736,0.0,0.30144515809846345,1.0,-10.0
384,0.0,0.0,0.0,-1.0249135375347782e-05,0.0,0.0,0.0,23.17286210909868,0.0,0.5616685828317203,5.097086265469053,-13.65679477745191,-1.7047825359386024,4.9029137345309515,-0.28076752747869677,0.0,0.0,-0.0753603851891404,0.0,0.30144515809846323,1.0,-10.0
