,M_ac_e,M_co2_e,M_fe2_e,M_glu__45__L_e,M_glyclt_e,M_h2o_e,M_h_e,M_hom__45__L_e,M_mal__45__L_e,M_nh4_e,M_o2_e,M_orot_e,M_pi_e,M_pro__45__L_e,M_pyr_e,M_so4_e,M_succ_e,objective,virtual_tag_R_constraint_reaction,M_fum_e
43,0.0,4.714082493676672,-9.11034255586469e-06,0.0,0.0,0.0,-5.757221628762793,0.0,3.63774060439252,-2.9238210893851413,0.0,0.0,-0.24957113553662,0.0,0.41001263874249905,-0.06698700905701309,0.0,0.26795125164307865,1.0,-7.979417803344598
44,0.0,4.714082493676673,-9.110342555864692e-06,0.0,0.013397562582153206,0.0,-5.757221628762793,0.0,3.6243430418103664,-2.923821089385144,0.0,0.0,-0.24957113553662108,0.0,0.41001263874249966,-0.06698700905701416,0.0,0.26795125164307887,1.0,-7.9727190220535205
45,0.0,6.734664690332085,-9.1103425558647e-06,0.0,0.0,0.0,-7.777803825418206,0.0,1.6171584077371166,-2.923821089385146,0.0,0.0,-0.24957113553662175,0.0,2.4305948353979057,-0.0669870090570125,2.0205821966554063,0.2679512516430784,1.0,-10.0
46,0.0,6.741363471623154,-9.110342555864695e-06,0.0,0.013397562582152042,0.0,-7.7845026067092755,0.0,1.597062063863885,-2.923821089385142,0.0,0.0,-0.24957113553662152,0.0,2.4372936166889816,-0.06698700905701324,2.0272809779464804,0.2679512516430785,1.0,-10.0
47,0.0,6.7346646903320755,-9.11034255586469e-06,0.0,0.0,0.0,-8.788094923745897,1.010291098327701,2.627449506064817,-3.9341121877128447,0.0,0.0,-0.24957113553662164,0.0,2.4305948353979017,-0.06698700905701283,0.0,0.2679512516430777,1.0,-10.0
48,0.0,6.741363471623162,-9.110342555864704e-06,0.0,0.013397562582153955,0.0,-8.798143095682525,1.0136404889732404,2.610702552837128,-3.9374615783583886,0.0,0.0,-0.24957113553662172,0.0,2.4372936166889843,-0.06698700905701471,0.0,0.2679512516430791,1.0,-10.0
49,0.0,4.714082493676676,-9.110342555864699e-06,0.0,0.0,-2.020582196655405,-5.757221628762799,0.0,5.6583228010479285,-2.9238210893851457,0.0,0.0,-0.24957113553662205,0.0,0.41001263874249905,-0.0669870090570136,0.0,0.26795125164307754,1.0,-10.0
50,0.0,4.714082493676676,-9.110342555864697e-06,0.0,0.013397562582153888,-2.027280977946482,-5.757221628762796,0.0,5.651624019756849,-2.9238210893851435,0.0,0.0,-0.2495711355366201,0.0,0.410012638742499,-0.066987009057014,0.0,0.2679512516430777,1.0,-10.0
72,0.0,6.734664690332085,-9.1103425558647e-06,0.0,0.0,0.0,-7.577711005556473,0.0,4.447938882858494,-3.7340193678511144,-0.20009281986173202,0.0,-0.24957113553662175,0.8101982784659686,0.0,-0.0669870090570125,0.0,0.2679512516430784,1.0,-10.0
73,0.0,6.741363471623154,-9.110342555864695e-06,0.0,0.013397562582152042,0.0,-7.5832933232990305,0.0,4.43677424737336,-3.736252294948137,-0.2012092834102455,0.0,-0.24957113553662152,0.8124312055629922,0.0,-0.06698700905701324,0.0,0.2679512516430785,1.0,-10.0
74,0.0,5.5341077711616755,-9.110342555864692e-06,0.0,0.0,0.0,-6.577246906247794,0.0,4.047753243135019,-3.333833728127644,0.0,0.0,-0.2495711355366215,0.4100126387425005,0.0,-0.0669870090570138,0.0,0.26795125164307765,1.0,-8.7994430808296
75,0.0,5.534107771161674,-9.11034255586469e-06,0.0,0.013397562582153542,0.0,-6.577246906247795,0.0,4.034355680552866,-3.3338337281276442,0.0,0.0,-0.24957113553662183,0.4100126387424988,0.0,-0.06698700905701417,0.0,0.26795125164307765,1.0,-8.792744299538521
76,0.0,6.734664690332085,-9.1103425558647e-06,0.0,0.0,0.0,-7.777803825418206,0.0,4.047753243135025,-3.7340193678511144,0.0,0.0,-0.24957113553662175,0.8101982784659686,0.0,-0.0669870090570125,0.4001856397234666,0.2679512516430784,1.0,-10.0
77,0.0,6.741363471623154,-9.110342555864695e-06,0.0,0.013397562582152042,0.0,-7.7845026067092755,0.0,4.034355680552867,-3.736252294948137,0.0,0.0,-0.24957113553662152,0.8124312055629922,0.0,-0.06698700905701324,0.402418566820491,0.2679512516430785,1.0,-10.0
78,0.0,6.734664690332077,-9.110342555864692e-06,0.0,0.0,0.0,-7.977896645279931,0.20009281986173375,4.2478460629967545,-3.9341121877128455,0.0,0.0,-0.2495711355366213,0.8101982784659659,0.0,-0.06698700905701316,0.0,0.26795125164307676,1.0,-10.0
79,0.0,6.741363471623151,-9.110342555864685e-06,0.0,0.013397562582153527,0.0,-7.985711890119517,0.20120928341024566,4.23556496396311,-3.9374615783583806,0.0,0.0,-0.2495711355366201,0.8124312055629913,0.0,-0.0669870090570126,0.0,0.2679512516430782,1.0,-10.0
80,0.0,5.534107771161678,-9.110342555864697e-06,0.0,0.0,-1.2005569191704026,-6.577246906247801,0.0,5.248310162305425,-3.3338337281276456,0.0,0.0,-0.24957113553662055,0.41001263874249905,0.0,-0.06698700905701443,0.0,0.26795125164307715,1.0,-10.0
81,0.0,5.534107771161672,-9.110342555864692e-06,0.0,0.01339756258215165,-1.2072557004614788,-6.577246906247791,0.0,5.241611381014343,-3.333833728127643,0.0,0.0,-0.24957113553662202,0.4100126387424983,0.0,-0.06698700905701366,0.0,0.2679512516430784,1.0,-10.0
103,0.0,9.178657088312146,-9.110342555864702e-06,0.0,2.4506911792711366,0.0,-11.235436712371511,3.4509341056622245,0.17340893614814273,-6.3747551950473715,0.0,0.0,-0.249571135536622,0.0,0.0,-0.06698700905701378,0.0,0.26795125164307765,1.0,-10.0
109,2.4305948353979017,9.165259525729981,-9.110342555864689e-06,0.0,0.0,0.0,-10.00339234144485,2.225588516026651,1.4121520883658638,-5.149409605411796,0.0,0.0,-0.24957113553662183,0.0,0.0,-0.06698700905701327,0.0,0.2679512516430761,1.0,-10.0
110,2.4372936166889776,9.17865708831213,-9.110342555864689e-06,0.0,0.01339756258215182,0.0,-10.016789904027,2.232287297317729,1.3920557444926323,-5.15610838670287,0.0,0.0,-0.24957113553662053,0.0,0.0,-0.06698700905701233,0.0,0.267951251643078,1.0,-10.0
115,0.0,6.734664690332075,-9.11034255586469e-06,0.810198278465966,0.0,0.0,-5.957314448624526,0.0,4.4479388828584865,-3.73401936785111,-1.0102910983276998,0.0,-0.24957113553662189,0.0,0.0,-0.06698700905701434,0.0,0.26795125164307737,1.0,-10.0
116,0.0,6.741363471623152,-9.110342555864689e-06,0.8124312055629918,0.013397562582152491,0.0,-5.958430912173039,0.0,4.436774247373358,-3.736252294948136,-1.0136404889732389,0.0,-0.24957113553661983,0.0,0.0,-0.06698700905701349,0.0,0.267951251643079,1.0,-10.0
117,0.0,4.714082493676672,-9.11034255586469e-06,0.13667087958083302,0.0,0.0,-5.62055074918196,0.0,3.7744114839733536,-3.060491968965975,0.0,0.0,-0.24957113553662044,0.0,0.0,-0.06698700905701475,0.0,0.26795125164307854,1.0,-7.979417803344597
118,0.0,4.714082493676671,-9.11034255586469e-06,0.13667087958083207,0.013397562582152505,0.0,-5.62055074918196,0.0,3.7610139213911977,-3.0604919689659766,0.0,0.0,-0.24957113553662197,0.0,0.0,-0.06698700905701388,0.0,0.26795125164307726,1.0,-7.9727190220535205
119,0.0,6.734664690332075,-9.11034255586469e-06,0.810198278465966,0.0,0.0,-6.967605546952228,0.0,2.427356686203084,-3.73401936785111,0.0,0.0,-0.24957113553662189,0.0,0.0,-0.06698700905701434,2.020582196655402,0.26795125164307737,1.0,-10.0
120,0.0,6.741363471623152,-9.110342555864689e-06,0.8124312055629918,0.013397562582152491,0.0,-6.972071401146278,0.0,2.4094932694268776,-3.736252294948136,0.0,0.0,-0.24957113553661983,0.0,0.0,-0.06698700905701349,2.02728097794648,0.267951251643079,1.0,-10.0
121,0.0,6.734664690332077,-9.110342555864692e-06,0.8101982784659683,0.0,0.0,-7.977896645279933,1.0102910983276998,3.4376477845307853,-4.744310466178813,0.0,0.0,-0.24957113553662078,0.0,0.0,-0.06698700905701314,0.0,0.26795125164307787,1.0,-10.0
122,0.0,6.741363471623154,-9.110342555864692e-06,0.8124312055629925,0.013397562582153839,0.0,-7.985711890119523,1.0136404889732384,3.42313375840012,-4.7498927839213785,0.0,0.0,-0.24957113553662036,0.0,0.0,-0.066987009057013,0.0,0.26795125164307676,1.0,-10.0
123,0.0,4.714082493676673,-9.11034255586469e-06,0.13667087958083288,0.0,-2.020582196655402,-5.620550749181959,0.0,5.794993680628758,-3.0604919689659766,0.0,0.0,-0.24957113553662164,0.0,0.0,-0.0669870090570132,0.0,0.26795125164307704,1.0,-10.0
124,0.0,4.714082493676671,-9.110342555864689e-06,0.136670879580833,0.013397562582151901,-2.027280977946478,-5.620550749181958,0.0,5.788294899337678,-3.060491968965975,0.0,0.0,-0.24957113553661997,0.0,0.0,-0.06698700905701332,0.0,0.26795125164307704,1.0,-10.0
148,2.4305948353979083,9.165259525729994,-9.110342555864706e-06,0.0,0.0,0.0,-5.552215309391552,0.0,3.637740604392524,-2.923821089385148,-2.2255885160266566,0.0,-0.24957113553662216,0.0,0.0,-0.0669870090570126,0.0,0.26795125164307887,1.0,-10.0
149,2.437293616688984,9.178657088312153,-9.110342555864707e-06,0.0,0.013397562582153572,0.0,-5.552215309391554,0.0,3.6243430418103713,-2.923821089385149,-2.2322872973177335,0.0,-0.24957113553662044,0.0,0.0,-0.06698700905701367,0.0,0.2679512516430769,1.0,-10.0
154,0.0,4.577411614095839,-9.110342555864689e-06,0.0,0.15006844216298718,-2.3006227371081467,-5.483879869601125,0.0,5.924965778918511,-2.9238210893851417,0.0,0.0,-0.24957113553661997,0.0,0.0,-0.06698700905701332,0.0,0.26795125164307704,1.0,-10.0
159,0.20500631937124952,4.714082493676676,-9.110342555864699e-06,0.0,0.0,-2.2255885160266544,-5.552215309391547,0.0,5.863329120419178,-2.9238210893851457,0.0,0.0,-0.24957113553662205,0.0,0.0,-0.0669870090570136,0.0,0.26795125164307754,1.0,-10.0
160,0.20500631937124833,4.714082493676676,-9.110342555864697e-06,0.0,0.013397562582153888,-2.2322872973177326,-5.552215309391546,0.0,5.856630339128102,-2.9238210893851435,0.0,0.0,-0.2495711355366201,0.0,0.0,-0.066987009057014,0.0,0.2679512516430777,1.0,-10.0
165,0.0,3.6964211460847016,-9.110342555864704e-06,0.0,0.0,0.0,-4.640742246117335,0.0,5.460686730940955,-4.139118507084101,-0.0988180350534873,0.6076487088494766,-0.24957113553662155,0.0,0.0,-0.06698700905701371,0.0,0.2679512516430784,1.0,-10.0
166,0.0,3.6947464507619308,-9.110342555864704e-06,0.0,0.013397562582152507,0.0,-4.6382302031331815,0.0,5.452313254327108,-4.142467897729638,-0.09965538271487118,0.6093234041722458,-0.2495711355366207,0.0,0.0,-0.06698700905701446,0.0,0.2679512516430785,1.0,-10.0
167,0.0,3.8940572161916767,-9.110342555864704e-06,0.0,0.0,0.0,-4.937196351277799,0.0,4.867778520620028,-3.74384636687015,0.0,0.4100126387425,-0.24957113553662155,0.0,0.0,-0.06698700905701371,0.0,0.2679512516430784,1.0,-9.209455719572098
168,0.0,3.894057216191677,-9.110342555864704e-06,0.0,0.013397562582152507,0.0,-4.937196351277799,0.0,4.854380958037875,-3.74384636687015,0.0,0.4100126387424995,-0.2495711355366207,0.0,0.0,-0.06698700905701446,0.0,0.2679512516430785,1.0,-9.20275693828102
169,0.0,3.6964211460847016,-9.110342555864704e-06,0.0,0.0,0.0,-4.739560281170823,0.0,5.26305066083398,-4.139118507084101,0.0,0.6076487088494766,-0.24957113553662155,0.0,0.0,-0.06698700905701371,0.1976360701069746,0.2679512516430784,1.0,-10.0
170,0.0,3.6947464507619308,-9.110342555864704e-06,0.0,0.013397562582152507,0.0,-4.737885585848054,0.0,5.253002488897364,-4.142467897729638,0.0,0.6093234041722458,-0.2495711355366207,0.0,0.0,-0.06698700905701446,0.19931076542974435,0.2679512516430785,1.0,-10.0
171,0.0,3.6964211460846976,-9.110342555864697e-06,0.0,0.0,0.0,-4.838378316224308,0.09881803505348657,5.3618686958874635,-4.237936542137585,0.0,0.6076487088494759,-0.24957113553662136,0.0,0.0,-0.06698700905701481,0.0,0.26795125164307787,1.0,-10.0
172,0.0,3.6947464507619263,-9.110342555864689e-06,0.0,0.013397562582152309,0.0,-4.837540968562919,0.09965538271487173,5.3526578716122275,-4.2421232804445035,0.0,0.6093234041722436,-0.2495711355366216,0.0,0.0,-0.06698700905701453,0.0,0.26795125164307887,1.0,-10.0
173,0.0,3.8940572161916776,-9.110342555864706e-06,0.0,0.0,-0.7905442804279028,-4.937196351277801,0.0,5.658322801047933,-3.7438463668701503,0.0,0.4100126387425004,-0.24957113553662155,0.0,0.0,-0.0669870090570135,0.0,0.26795125164307954,1.0,-10.0
174,0.0,3.894057216191669,-9.110342555864687e-06,0.0,0.013397562582152793,-0.7972430617189783,-4.93719635127779,0.0,5.651624019756842,-3.743846366870142,0.0,0.4100126387424984,-0.24957113553662044,0.0,0.0,-0.06698700905701442,0.0,0.267951251643079,1.0,-10.0
207,0.0,0.0,-9.110342555864704e-06,0.0,0.0,14.785684584338812,0.0,0.4519447365048572,1.312320848351395,-11.983905535758364,-1.4950838715909778,4.304069854934179,-0.2495711355366214,0.0,0.0,-0.0669870090570125,0.0,0.2679512516430777,1.0,-10.0
208,0.0,0.0,-9.110342555864704e-06,0.0,0.013397562582153166,14.778985803047732,0.0,0.4519447365048572,1.3056220670603185,-11.983905535758364,-1.4950838715909778,4.304069854934179,-0.2495711355366214,0.0,0.0,-0.0669870090570125,0.0,0.2679512516430777,1.0,-10.0
209,0.0,0.0,-9.110342555864712e-06,0.0,0.0,14.785684584338819,0.9038894730097146,0.0,1.7642655848562543,-11.531960799253515,-1.9470286080958394,4.30406985493418,-0.24957113553662227,0.0,0.0,-0.06698700905701262,0.0,0.26795125164307815,1.0,-10.0
210,0.0,0.0,-9.110342555864712e-06,0.0,0.013397562582151884,14.778985803047743,0.9038894730097146,0.0,1.7575668035651764,-11.531960799253515,-1.9470286080958394,4.30406985493418,-0.24957113553662227,0.0,0.0,-0.06698700905701262,0.0,0.26795125164307815,1.0,-10.0
211,0.0,0.602592982006476,-9.110342555864704e-06,0.0,0.0,12.375312656312897,0.0,0.0,2.3668585668627298,-10.326774835240549,-1.6457321170925974,3.7014768729277012,-0.24957113553662125,0.0,0.0,-0.06698700905701419,0.0,0.2679512516430783,1.0,-10.0
212,0.0,0.602592982006476,-9.110342555864704e-06,0.0,0.01339756258215098,12.36861387502182,0.0,0.0,2.3601597855716543,-10.326774835240549,-1.6457321170925974,3.7014768729277012,-0.24957113553662125,0.0,0.0,-0.06698700905701419,0.0,0.2679512516430783,1.0,-10.0
213,0.0,0.0,-9.110342555864704e-06,0.0,0.0,14.785684584338812,0.0,0.0,1.7642655848562523,-11.531960799253506,-1.9470286080958388,4.304069854934179,-0.2495711355366214,0.0,0.0,-0.0669870090570125,0.0,0.2679512516430777,1.0,-10.0
214,0.0,0.0,-9.110342555864704e-06,0.0,0.013397562582153166,14.778985803047732,0.0,0.0,1.757566803565176,-11.531960799253506,-1.9470286080958388,4.304069854934179,-0.2495711355366214,0.0,0.0,-0.0669870090570125,0.0,0.2679512516430777,1.0,-10.0
262,0.20500631937124977,4.714082493676678,-9.1103425558647e-06,0.0,0.0,0.0,-5.552215309391547,0.0,3.6377406043925236,-2.9238210893851457,0.0,0.0,-0.24957113553662183,0.0,0.0,-0.06698700905701487,0.0,0.2679512516430777,1.0,-7.774411483973344
263,0.2050063193712497,4.7140824936766705,-9.110342555864687e-06,0.0,0.013397562582153104,0.0,-5.552215309391542,0.0,3.6243430418103633,-2.9238210893851404,0.0,0.0,-0.2495711355366213,0.0,0.0,-0.06698700905701373,0.0,0.26795125164307876,1.0,-7.767712702682271
